date,rate,prediction
2011-11-04,157.1,285.85406479825843
2011-11-11,158.5,287.481708228052
2011-11-18,158.5,288.8401127933261
2011-11-25,159.5,289.01701119869864
2011-12-02,161.4,294.3903952886527
2011-12-09,161.7,301.99638661182365
2011-12-16,161.5,294.3962442753816
2011-12-23,164.88,297.9841632123304
2011-12-30,162.2,299.523790885531
2012-01-06,160.0,259.90373346541
2012-01-13,163.0,265.7548636154293
2012-01-20,160.85,267.59435333771773
2012-01-27,160.9,265.46614968311417
2012-02-03,159.95,278.4578447409742
2012-02-10,158.6,270.5758971473522
2012-02-17,158.0,284.29976843442256
2012-02-24,157.25,278.8665170607946
2012-03-02,157.4,283.95322255293684
2012-03-09,157.1,287.12531614750185
2012-03-16,157.6,289.197133894277
2012-03-23,157.65,287.8416172973492
2012-03-30,157.75,286.7766507383956
2012-04-06,157.55,287.5597052594969
2012-04-13,157.35,279.020578159739
2012-04-20,157.15,289.31004360524304
2012-04-27,157.55,282.6584235943511
2012-05-04,157.0,283.377211360794
2012-05-11,157.7,296.22089558298774
2012-05-18,158.75,289.1013132468215
2012-05-25,159.56,294.258140381006
2012-06-01,160.35,285.2964662797074
2012-06-08,162.75,290.2201322566858
2012-06-15,163.25,287.3512657214195
2012-06-22,162.81,289.70668332071307
2012-06-29,162.5,283.5123532577138
2012-07-06,160.65,297.174043329837
2012-07-13,162.15,295.86260888282425
2012-07-20,161.1,299.00990694931073
2012-07-27,160.8,299.07258411754776
2012-08-03,161.75,306.7709001924018
2012-08-10,158.12,302.1640738635235
2012-08-17,157.6,308.6390804017767
2012-08-24,157.95,312.92272066658666
2012-08-31,157.9,302.822460496474
2012-09-07,157.4,315.5188352703698
2012-09-14,157.3,315.33501170756074
2012-09-21,157.5,318.8281464787424
2012-09-28,157.1,317.6817777056964
2012-10-05,156.95,320.40415223225017
2012-10-12,157.15,318.5341124010959
2012-10-19,157.3,319.41376037819884
2012-10-26,157.2,323.9384015739617
2012-11-02,156.75,322.22404108490053
2012-11-09,157.3,322.74488350207963
2012-11-16,158.45,319.135368602264
2012-11-23,157.4,322.4403304399743
2012-11-30,157.3,325.77384453620306
2012-12-07,156.9,325.26070616764304
2012-12-14,157.55,321.51901117800816
2012-12-21,157.0,327.3355373838832
2012-12-28,156.1,326.4889222174005
2013-01-04,156.6,296.5911569539309
2013-01-11,156.21,297.8669290673688
2013-01-18,157.0,298.75281396442506
2013-01-25,156.9,299.4710541095317
2013-02-01,157.23,298.07428834858547
2013-02-08,157.2,300.01354244532246
2013-02-15,157.26,298.19691136801987
2013-02-22,157.4,303.06619601686305
2013-03-01,158.0,297.29775109513776
2013-03-08,157.7,304.99891336188443
2013-03-15,158.5,303.07471960616226
2013-03-22,158.15,299.00262361518975
2013-03-29,158.45,304.23554738551695
2013-04-05,157.4,297.6199200097791
2013-04-12,157.8,310.0843989559734
2013-04-19,158.58,309.5426314883579
2013-04-26,158.6,310.4784405125957
2013-05-03,157.9,311.90930786994267
2013-05-10,157.6,316.80454945151905
2013-05-17,158.3,312.616752553717
2013-05-24,157.9,316.9888762240408
2013-05-31,158.1,317.5619300076437
2013-06-07,159.6,323.1094050549435
2013-06-14,162.5,347.6600228925361
2013-06-21,159.95,326.46761796536543
2013-06-28,162.48,328.0376713387155
2013-07-05,161.4,329.6573269556544
2013-07-12,161.4,331.48215631480764
2013-07-19,161.2,328.94341134666763
2013-07-26,160.7,338.48141810845726
2013-08-02,160.09,333.55033349250203
2013-08-09,160.03,343.7182570217814
2013-08-16,161.4,342.85580346584953
2013-08-23,161.3,340.6823661849064
2013-08-30,162.1,342.49702712219465
2013-09-06,163.3,345.30807164249364
2013-09-13,161.85,344.29784010020137
2013-09-20,161.03,343.716476429893
2013-09-27,159.85,342.8788465380444
2013-10-04,160.2,345.49936978888803
2013-10-11,160.0,350.39679360908116
2013-10-18,159.85,347.76482198417546
2013-10-25,158.55,353.5149536228379
2013-11-01,158.68,354.3269533029664
2013-11-08,158.3,358.91775239984855
2013-11-15,158.6,352.49447243670056
2013-11-22,158.56,357.3551639235647
2013-11-29,158.35,358.94187454742723
2013-12-06,158.2,361.78181586057605
2013-12-13,158.8,361.2136765528083
2013-12-20,158.85,360.88085733250057
2013-12-27,160.4,357.8671453305951
2014-01-03,158.67,325.0391569148304
2014-01-10,159.4,325.4795657437041
2014-01-17,160.02,330.25467775409373
2014-01-24,160.3,331.7867317430477
2014-01-31,162.61,326.22972019843627
2014-02-07,163.32,347.47023974122396
2014-02-14,162.4,326.5761661423229
2014-02-21,165.55,340.64342975790504
2014-02-28,164.89,336.2246095645295
2014-03-07,164.67,330.640166107354
2014-03-14,164.6,334.5854105871898
2014-03-21,164.82,339.26890506260713
2014-03-28,164.95,341.7812763607388
2014-04-04,163.95,342.6112711645189
2014-04-11,160.9,349.2946973809531
2014-04-18,162.22,348.2352353611164
2014-04-25,160.79,352.471199327003
2014-05-02,159.8,352.4674565056555
2014-05-09,161.15,350.6335631171879
2014-05-16,162.3,361.84605215764526
2014-05-23,162.3,351.56248658938233
2014-05-30,162.69,363.4335281834063
2014-06-06,162.9,361.4957723285226
2014-06-20,162.77,363.1044340226802
2014-06-27,162.83,363.22421288764036
2014-07-04,162.6,362.56627750406716
2014-07-11,162.28,363.8027870690436
2014-07-18,161.9,362.5588353717283
2014-07-25,161.95,367.77246901536375
2014-08-01,161.35,365.30920163872287
2014-08-08,162.7,363.9592516956623
2014-08-15,162.0,366.57410289782086
2014-08-22,161.85,370.0182330829222
2014-08-29,162.21,364.4433309344447
2014-09-05,162.3,372.0615096605739
2014-09-12,162.93,378.53154938112357
2014-09-19,163.4,375.5532155875245
2014-09-26,163.5,375.86068290954864
2014-10-03,164.2,380.928056779644
2014-10-10,164.6,375.8902600883091
2014-10-17,165.25,379.8745802344902
2014-10-24,164.62,373.1925656009871
2014-10-31,165.55,379.5056855603907
2014-11-14,170.9,390.9266894566398
2014-11-21,177.0,383.35341456626315
2014-11-28,178.5,388.40308041389517
2014-12-05,179.2,382.87956388465005
2014-12-12,179.7,394.85008800770095
2014-12-19,184.45,390.46940453642117
2014-12-26,181.9,388.19520550758483
2015-01-02,183.4,352.00901191070693
2015-01-09,183.0,358.5222463147157
2015-01-16,184.9,365.5830369288657
2015-01-23,189.0,357.91468099374947
2015-01-30,187.5,361.11214970528397
2015-02-06,193.8,359.5658872737508
2015-02-13,203.5,361.7340905418132
2015-02-20,198.9,367.85629146916904
2015-02-27,202.5,361.6205167599967
2015-03-06,198.9,370.69309947126317
2015-03-13,199.0,367.0776999077233
2015-03-20,199.0,379.9855895373256
2015-03-27,199.0,388.4180951441497
2015-04-17,198.95,400.6301056705784
2015-04-24,199.0,397.5056721638358
2015-05-01,198.0,394.6360534914848
2015-05-08,199.0,398.77697817431886
2015-06-05,198.9,382.17154739062687
2015-06-12,198.8,394.95885993250454
2015-06-19,198.9,383.99804364991166
2015-06-26,198.93,403.13525158631967
2015-07-03,198.9,399.27127900241084
2015-07-10,198.83,403.9919799856636
2015-07-17,198.93,407.53047332069633
2015-07-24,198.86,394.43492257232083
2015-07-31,198.95,407.56382843025114
2015-08-07,198.94,398.9001393134429
2015-08-14,198.88,401.1562985748336
2015-08-21,198.98,394.07748579510087
2015-08-28,199.0,398.62538813673444
2015-09-04,198.85,404.1865693317941
2015-09-11,198.98,400.7957138875933
2015-09-18,198.93,418.01534399300334
2015-09-25,198.98,413.9445485499909
2015-10-02,198.95,408.1757848742532
2015-10-09,199.18,427.77316998708625
2015-10-16,199.05,392.7158991825145
2015-10-23,198.92,413.1616098364875
2015-10-30,198.96,404.11410887019167
2015-11-06,198.87,411.59392499131144
2015-11-13,198.85,412.2733445503817
2015-11-20,198.9,413.20147490345266
2015-11-27,199.0,414.8199332875728
2015-12-04,198.0,413.4652149658755
2015-12-11,199.0,414.8750968778327
2015-12-18,198.78,422.44828968858826
2015-12-25,199.0,419.1526120055309
2016-01-08,199.3,390.5109468770144
2016-01-15,198.6,388.8668708635061
2016-01-22,198.8,391.50264373804197
2016-01-29,198.8,392.3088750655285
2016-02-05,198.6,393.75530276447944
2016-02-12,198.8,394.7795826890216
2016-02-19,198.6,398.0246248694082
2016-02-26,198.8,397.36944935533353
2016-03-04,199.03,400.92905896628423
2016-03-11,198.6,398.6062916444644
2016-03-18,198.8,400.9278917530818
2016-03-25,198.8,402.1471001916772
2016-04-01,198.94,403.4037285479998
2016-04-08,198.9,404.18193738217803
2016-04-15,198.6,404.69047956444155
2016-04-22,198.79,406.32171963260714
2016-04-29,198.8,407.69462754662777
2016-05-06,198.6,410.2873048171338
2016-05-13,199.0,409.9439687842022
2016-05-20,198.8,413.774356631493
2016-06-10,199.0,416.6980425433591
2016-06-17,198.6,409.36983477592213
2016-06-24,281.22,350.75736520057694
2016-07-01,281.72,560.1044513729338
2016-07-08,282.22,503.7249366569975
2016-07-15,283.97,551.8373844621815
2016-07-22,305.0,551.2579819772844
2016-07-29,318.0,547.1957978479657
2016-08-05,316.5,543.0215121714363
2016-08-12,311.0,520.935109696158
2016-08-19,340.0,553.6986973213598
2016-08-26,310.5,469.35564181806524
2016-09-02,315.0,516.4661239059774
2016-09-16,305.0,532.7858263643102
2016-09-23,323.4,437.86972701781144
2016-09-30,304.5,509.2862779620075
2016-10-07,304.0,469.4082548655576
2016-10-14,304.0,501.18208555235594
2016-10-21,304.25,558.4835278463931
2016-10-28,304.5,537.2146034418008
2016-11-04,304.2,567.5911143439234
2016-11-11,304.0,568.5298099214721
2016-11-18,304.5,551.7900222664098
2016-11-25,304.0,558.6161103912981
2016-12-09,304.5,490.1165544027625
2016-12-23,304.25,480.66375745777964
2016-12-30,304.2,474.41653483394344
2017-01-06,304.0,418.91629713335493
2017-01-13,304.0,434.3015120915682
2017-01-20,304.48,453.7212292821238
2017-01-27,304.2,420.82411284703403
2017-02-03,304.25,545.4837863947364
2017-02-10,304.0,452.8624706266129
2017-02-17,304.5,536.433295163822
2017-02-24,304.48,435.5688307373753
2017-03-03,304.2,462.92282571871726
2017-03-10,304.77,444.81412101216165
2017-03-17,305.7,487.18741775790517
2017-03-24,307.0,432.58738131557084
2017-03-31,305.35,477.76680768858625
2017-04-07,305.15,384.01731912217366
2017-04-14,305.1,496.80204485968534
2017-04-21,305.05,391.67377463870605
2017-04-28,304.74,434.5493413517567
2017-05-05,314.68,484.7424467964243
2017-05-12,304.55,386.4308713744867
2017-05-19,304.45,493.5011035807825
2017-05-26,304.45,445.92769101610713
2017-06-02,304.4,472.83414345403656
2017-06-09,304.58,468.61588826786567
2017-06-16,304.7,499.0183715726049
2017-06-23,304.8,491.6414760433795
2017-06-30,304.88,502.3984977484308
2017-07-07,323.68,442.51601916738184
2017-07-14,304.98,513.5975674366414
2017-07-21,304.78,495.4004722975361
2017-07-28,304.68,529.1629539342255
2017-08-04,307.0,508.0761015660597
2017-08-11,314.5,530.2951007562763
2017-08-18,305.2,506.05152604704864
2017-08-25,305.25,523.6960313523623
2017-09-01,305.0,569.0495960304739
2017-09-08,305.95,535.3314376166604
2017-09-15,325.0,467.0292935694928
2017-09-22,306.0,476.807330601397
2017-09-29,305.75,540.9236668275919
2017-10-06,314.5,556.1244046458853
2017-10-13,305.15,508.6079972387159
2017-10-27,305.25,568.6928266909496
2017-11-03,305.4,568.3060599528621
2017-11-10,314.5,569.6181325237077
2017-11-17,305.45,578.0405667668228
2017-11-24,306.0,527.508215062846
2017-12-01,305.5,548.4084930297578
2017-12-08,306.4,568.8326849605018
2017-12-15,314.5,555.9188359898857
2017-12-22,306.0,510.7192164673507
2017-12-29,306.35,548.6340735718254
2018-01-05,305.45,463.9400481253572
2018-01-12,305.3,513.1167949298585
2018-01-19,305.2,475.97068614326366
2018-01-26,315.0,496.10341133077816
2018-02-02,305.25,506.78847746538503
2018-02-09,305.35,489.2263329213273
2018-02-16,305.45,538.2397936899858
2018-03-02,305.35,516.8519688989293
2018-03-09,305.3,517.7230415475639
2018-03-16,305.8,492.86025785748734
2018-03-23,305.2,530.7679895994524
2018-03-30,305.15,497.177733925556
2018-04-06,305.1,496.4468155693725
2018-04-13,305.05,481.9877291568545
2018-04-20,305.1,503.1127274078287
2018-04-27,305.15,517.4570704154828
2018-05-04,305.2,462.06201906311935
2018-05-11,305.75,491.9437519208808
2018-05-18,305.35,458.06589144385686
2018-05-25,305.4,471.5194290680995
2018-06-01,305.5,494.56816218401866
2018-06-08,305.45,472.506451768196
2018-06-15,315.0,494.0420281069596
2018-06-22,314.5,510.4204868999017
2018-06-29,305.25,460.614046072164
2018-07-06,314.5,514.0496898812933
2018-07-13,304.78,470.86824718660097
2018-07-20,304.85,520.9735903765566
2018-07-27,304.88,529.2941382436252
2018-08-03,304.92,521.8025597963873
2018-08-10,305.0,546.6479358873443
2018-08-17,305.1,546.8820586826228
2018-08-31,305.15,547.1198119516743
2018-09-07,305.18,564.0286129096348
2018-09-14,305.22,516.0457832612934
2018-09-21,305.28,545.2808365028046
2018-09-28,306.35,513.6582410461347
2018-10-05,305.35,508.2847786171001
2018-10-12,304.4,518.4204148585961
2018-10-19,305.48,512.963284827377
2018-10-26,305.5,507.1260449081316
2018-11-02,305.55,518.1548644758014
2018-11-09,305.6,513.0742252527774
2018-11-16,305.7,513.0743839693448
2018-11-23,305.7,516.3067468909526
2018-11-30,305.78,517.2678138564963
2018-12-07,305.8,526.6422799454775
2018-12-14,305.88,518.5722251702298
2018-12-21,305.95,512.212114102448
2018-12-28,307.0,527.5818637623198
2019-01-04,306.9,476.06920203473726
2019-01-11,306.88,482.9015513282568
2019-01-18,306.8,483.65658488630186
2019-01-25,306.78,502.07254410525036
2019-02-01,306.7,486.88533233005046
2019-02-08,305.7,486.9056506024399
2019-02-15,305.75,504.64034824083865
2019-02-22,305.8,463.3759574635175
2019-03-08,305.9,479.83862869729285
2019-03-15,305.95,498.9125356824097
2019-03-22,305.9,501.38944745864035
2019-03-29,305.9,499.8414961576381
2019-04-05,306.0,502.02412628472314
2019-04-12,306.0,502.6701319488609
2019-04-19,305.95,502.63583697844865
2019-04-26,305.88,505.26471506014366
2019-05-03,305.95,507.0736717800195
2019-05-10,306.0,508.1280349270078
2019-05-17,305.95,505.4913817134871
2019-05-24,305.9,509.0062789334227
2019-06-07,305.95,509.62087173872027
2019-06-14,306.0,514.1072426908166
2019-06-21,305.92,514.0081925058971
2019-06-28,305.9,514.5107369620805
2019-07-05,305.95,516.537677195493
2019-07-12,306.0,518.0504908522037
2019-07-19,305.95,518.7724199159686
2019-07-26,305.88,519.933091600501
2019-08-02,305.88,521.3171374465378
2019-08-09,305.9,525.1114788270481
2019-08-16,305.9,524.250450497969
2019-08-30,306.0,526.2005615946955
2019-09-06,305.9,528.9167833953265
2019-09-13,305.85,529.3876912303879
2019-09-20,305.9,529.2394633837773
2019-10-04,306.0,532.265451122855
2019-10-11,305.95,535.5930734813866
2019-10-18,305.9,536.1152709611767
2019-10-25,306.95,533.4066761920149
2019-11-01,306.0,544.4001896410145
2019-11-08,306.9,545.9115239102538
2019-11-15,306.95,544.9207352142951
2019-11-22,305.9,542.4241880689467
2019-11-29,306.0,545.9861302200925
2019-12-06,305.95,551.2087107128582
2019-12-13,305.95,550.0883599471227
2019-12-20,305.9,552.6412170421884
2019-12-27,306.0,555.3656202531829
2020-01-10,305.9,519.630782245078
2020-01-17,305.88,521.2626478948733
2020-01-24,305.95,519.2703168091607
2020-01-31,306.0,521.3367274319154
2020-02-07,305.95,521.7590501944518
2020-02-14,305.9,522.9343651702069
2020-02-21,306.0,524.0092090096687
2020-02-28,305.9,522.7203439187781
2020-03-06,306.0,525.9494908631332
2020-03-27,360.0,275.4488054737704
2020-04-17,360.0,621.2071432858165
2020-07-10,380.5,531.6493102272765
2020-07-17,380.0,528.9611206305885
2020-07-24,380.5,573.2904667967618
2020-08-07,380.75,588.034162132041
2020-08-14,379.0,585.6642288353627
2020-08-21,381.0,601.8698166598457
2020-08-28,380.7,590.0029550465476
2020-09-18,380.6,642.818332367105
2020-10-23,380.7,560.0111274430358
2021-02-12,380.65,554.808359166458
2021-02-19,380.6,585.2860834786725
2021-02-26,380.58,554.6320384862524
2021-03-05,380.55,592.892655385645
2021-05-07,380.59,569.9162137638973
2021-05-14,410.0,573.7086466256974
2021-05-21,410.2,621.7727718324986
2021-05-28,410.5,602.3194491056959
2021-06-04,410.05,623.9005712273488
2021-06-11,410.09,623.5416931822072
2021-06-18,410.0,626.2029502281277
2021-06-25,411.0,642.3335574529146
2021-08-20,411.2,591.9016204231941
2021-08-27,411.0,571.8550676983452
2021-09-03,411.02,564.9736676832704
2021-09-10,410.93,594.1177194602385
2021-09-17,411.0,596.2310759329737
2021-10-01,409.77,596.876845070514
2021-10-08,409.81,600.604424981232
2021-10-15,409.91,602.3776750555082
2021-10-29,410.06,604.0604725957118
2021-11-05,410.27,636.3654149646709
2021-11-12,410.39,610.6100684655119
2021-11-19,410.59,611.5040835421491
2021-11-26,409.64,607.3077646297647
2021-12-03,409.73,612.5753645888858
2021-12-10,409.72,614.5398148038298
2021-12-17,409.91,616.7580099122565
2021-12-24,410.93,661.2987372017645
2021-12-31,411.7,625.587671423973
2022-01-07,412.96,630.7064419423623
2022-01-14,413.79,585.6290271975486
2022-01-21,414.45,587.9945517393365
2022-01-28,415.16,570.2621173562532
2022-02-04,415.7,586.956089821659
2022-02-11,416.51,585.2021154419907
2022-02-18,415.37,585.6917765221181
2022-02-25,415.39,586.3071920116837
2022-03-04,415.41,589.6429940824669
2022-03-11,415.34,590.6894380032695
2022-03-18,415.42,592.0480272724778
2022-03-25,415.25,594.8909460135372
2022-04-01,415.22,598.1421006341293
2022-04-08,415.15,598.9701198237987
2022-04-15,414.02,588.8409723303645
2022-04-22,415.08,613.4053017381852
2022-04-29,414.76,602.2168234525482
2022-05-06,414.69,604.336721848404
2022-05-13,414.76,604.2498508391271
2022-05-20,414.62,608.8836237146833
2022-05-27,414.72,606.7278995647857
2022-06-03,414.62,613.0970086347152
2022-06-10,414.63,614.7617696575024
2022-06-17,414.87,614.5881139279006
2022-06-24,414.49,615.9834506952463
2022-07-01,414.77,616.6435379279364
2022-07-08,414.83,616.612508181796
2022-07-15,414.9,618.8936742287608
2022-07-22,414.22,617.0814801311387
2022-07-29,415.37,639.6802753367009
2022-08-05,417.07,622.6165073178474
2022-08-12,418.72,622.0159862824996
2022-08-19,419.83,629.630387468271
2022-08-26,421.7,635.303281513822
2022-09-02,422.92,635.3929329693847
2022-09-09,426.76,628.0098658231989
2022-09-16,428.38,635.7556128153822
2022-09-23,430.05,624.622421909892
2022-09-30,431.87,620.9376454921494
2022-10-07,433.22,628.8828274223047
2022-10-14,434.68,624.8984783751887
2022-10-21,436.11,625.7465887205194
2022-10-28,437.5,622.6096491569431
2022-11-04,438.88,627.0258605128406
2022-11-11,440.46,624.6932447967824
2022-11-18,442.16,622.1848291405572
2022-11-25,442.76,622.1393846452295
2022-12-02,443.67,630.3775067157746
2022-12-09,444.47,625.2697395148816
2022-12-16,444.97,631.8992563323161
2022-12-23,446.13,631.416671119533
2022-12-30,447.58,633.0323484531965
2023-01-06,449.55,592.8890675052137
2023-01-13,452.09,600.4818031598568
2023-01-20,454.56,606.4414595094672
2023-01-27,459.78,611.3771422395365
2023-02-03,460.04,612.2649384148151
2023-02-10,458.99,610.5829893897223
2023-02-17,460.04,613.6790298056754
2023-02-24,459.94,615.1799187085761
2023-03-03,459.96,618.2556285860348
2023-03-10,460.02,624.9363675253112
2023-03-17,459.94,629.2450904624629
2023-03-24,459.98,636.4983733825379
2023-03-31,459.84,636.4778205769749
2023-04-07,459.83,638.8711113850804
2023-04-14,459.93,635.5346871834427
2023-04-21,460.03,644.7715913728576
2023-04-28,459.97,633.3012616577648
2023-05-05,459.87,642.7733103938776
2023-05-12,460.03,639.0985772748247
2023-05-19,460.34,636.2596650913936
2023-05-26,460.3,644.818444196665
2023-06-02,460.92,645.7996130683401
2023-06-09,461.9,649.6292832050274
2023-06-16,655.0,564.2748125927795
2023-06-23,760.0,744.4967932488405
2023-06-30,758.77,878.7098362309005
2023-07-07,768.0,929.6912284879179
2023-07-14,775.0,936.483397367432
2023-07-21,774.5,859.7353525656101
2023-07-28,774.28,916.6735620528634
2023-08-04,765.95,925.8749863838993
2023-08-11,767.77,966.0752455757236
2023-08-18,744.93,967.8188494147837
2023-08-25,770.84,927.6863768977712
2023-09-01,756.52,889.8195730381838
2023-09-08,789.0,845.4768357855107
2023-09-15,767.74,722.7728865284603
2023-09-22,767.43,716.9776093254861
2023-09-29,768.0,648.4018326491769
2023-10-06,771.54,540.8023299457092
2023-10-13,769.51,667.9297446774616
2023-10-20,859.23,766.6225390304544
2023-10-27,790.0,820.1701491968813
2023-11-03,806.27,923.1524688930851
2023-11-10,802.0,937.048525861516
2023-11-17,839.54,980.2010074301863
2023-11-24,804.0,722.3349965994987
2023-12-01,788.0,1028.735236963144
2023-12-08,790.0,1136.6918562016642
2023-12-15,789.0,1134.835249662748
2023-12-22,905.39,893.9415999991882
2023-12-29,881.03,1004.6877217153174
2024-01-05,913.0,871.1327535622313
2024-01-12,957.0,1046.5256052424743
2024-01-19,890.04,919.2089094834687
2024-01-26,898.2,1156.6377557135836
2024-02-02,1413.12,1277.085134585708
2024-02-09,1473.62,1631.7621959478743
2024-02-16,1492.73,1330.4272103725243
2024-02-23,1488.4,1458.9856345341047
2024-03-01,1545.0,1684.1317590705505
2024-03-08,1593.34,1333.5186240832209
2024-03-15,1609.74,1497.9753801199222
2024-03-22,1447.89,1162.2304199511284
2024-03-29,1303.0,1435.1351058316181
2024-04-05,1244.5,1508.9978760237661
2024-04-12,1150.0,1560.693073821948
2024-04-19,1002.0,1390.3026073254618
2024-04-26,1329.44,1317.542932790568
2024-05-03,1379.0,1632.3858688591263
2024-05-10,1439.8,1820.3279866835644
2024-05-17,1467.0,1576.769101496034
2024-05-24,1474.0,1530.6934150528639
2024-05-31,1484.0,1975.726820953575
2024-06-07,1450.0,1908.2561487036135
2024-06-14,1505.0,1962.9200239786962
2024-06-21,1515.0,1477.0481782856125
2024-06-28,1525.0,1429.8149373030049
2024-07-05,1535.0,1427.9069887639293
2024-07-12,1600.0,1365.1340561609813
2024-07-19,1625.0,1230.6224950647204
2024-07-26,1620.0,1061.9264540687498
2024-08-02,1580.0,1119.467124572663
2024-08-09,1583.03,647.1427377442437
2024-08-16,1590.0,665.5988202232948
2024-08-23,1575.0,794.4889626588015
2024-08-30,1590.0,694.1346779745575
2024-09-06,1605.0,975.9202964725955
2024-09-13,1639.2,1330.3016363212548
2024-09-20,1639.2,838.773566280378
2024-09-27,1668.97,1656.0728245085727
2024-10-04,1620.0,747.3069100348534
2024-10-18,1635.0,1206.212207856678
2024-10-25,1643.26,937.8300412183728
2024-11-08,1661.15,720.6508049522361
2024-11-15,1654.63,551.4215127758271
2024-11-22,1681.39,592.9382200683168
2024-11-29,1670.89,464.8119395085231
2024-12-06,1542.5,1222.7746043786265
2024-12-13,1539.5,789.7139082099816
2024-12-20,1538.07,1739.2752372412908
2024-12-27,1539.0,1070.9097725087747
2025-01-03,1533.5,1116.4852062267173
2025-01-10,1541.67,1296.8105135209341
2025-01-17,1546.71,1157.8260625701876
2025-01-24,1548.0,1345.964087621356
2025-01-31,1480.0,1109.1282343534258
2025-02-07,1496.41,1097.0655417755036
2025-02-14,1509.0,1072.7766013927699
2025-02-21,1499.52,1183.3114327552682
2025-02-28,1498.0,1073.261779077826
2025-03-07,1510.0,1181.9300112846522
2025-03-14,1546.82,911.1179167046744
2025-03-21,1545.0,1074.9091258137366
2025-03-28,1534.73,930.6434975641971
2025-04-04,1529.37,841.2376988824519
2025-04-11,1597.13,911.608520688452
2025-04-18,1600.5,906.8783307342883
2025-04-25,1607.66,890.419877542405
2025-05-02,1603.58,842.3466404067941
2025-05-09,1607.22,903.2442428045836
2025-05-16,1601.68,816.3315736346738
2025-05-23,1588.62,928.6583661188079
2025-05-30,1587.95,589.4631732620915
2025-06-06,1558.16,858.587227995842
2025-06-13,1544.88,856.6927871767161
2025-06-20,1548.61,921.5992865960952
2025-06-27,1542.47,786.134854134106
2025-07-04,1530.2,904.470512914636
2025-07-11,1531.04,806.933827270838
2025-07-18,1531.93,735.5497100661935
2025-07-25,1532.66,733.2899867774513
2025-08-01,1532.97,596.5083239966682
2025-08-08,1532.71,856.5028838030655
2025-08-15,1529.43,820.8641365074891
2025-08-22,1535.55,869.2038779933002
2025-08-29,1536.95,840.9289535250838
2025-09-05,1528.3,843.5791773483572
2025-09-12,1499.59,680.2979018929188
2025-09-19,1492.81,846.7997557890585
2025-09-26,1486.22,766.2836934465206
2025-10-03,1471.17,901.136953180483
2025-10-10,1462.11,844.7615438895996
2025-10-17,1469.4,904.4745856751504
2025-10-24,1461.88,931.513207938699
2025-10-31,1440.23,888.7920411525611
2025-11-07,1436.83,922.4111360415386
2025-11-14,1438.87,858.264057060174
2025-11-21,1454.9,953.0686428656736
2025-11-28,1443.83,859.3834661095696
2025-12-05,1447.44,1002.4136969096273
2025-12-12,1451.53,892.8467504937689
2025-12-19,1454.96,895.082591342906
2025-12-26,1450.73,850.5503647713426
2026-01-02,1445.12,822.6627073132488
2026-01-09,1421.51,793.4432838640407
2026-01-16,1420.21,770.6423514034967
2026-01-23,1420.35,819.9021261056325
2026-01-30,1381.41,747.5627103629889
2026-02-06,1368.51,784.1844597589525
2026-02-13,1365.36,910.7239687566089
